# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2380       1.376717039920e-11       4.320541642203e-13      -8.303957442621e-13       4.002367119719e-15       1.600739636047e-16       1.277087658356e-17       1.969951374897e-18 
 2381       1.374533064713e-11       4.298921660343e-13      -8.246011326768e-13       3.997448039649e-15       1.597609022672e-16       1.287378796182e-17       1.918479462377e-18 
 2382       1.372322279001e-11       4.277636870491e-13      -8.187793529992e-13       3.992528553663e-15       1.594485337388e-16       1.297760481869e-17       1.865582221905e-18 
 2383       1.370084879071e-11       4.256687525586e-13      -8.129324022351e-13       3.987608615377e-15       1.591368565173e-16       1.308229909169e-17       1.811339408368e-18 
 2384       1.367821062018e-11       4.236073877116e-13      -8.070622842225e-13       3.982688178204e-15       1.588258690883e-16       1.318784261905e-17       1.755831053067e-18 
 2385       1.365531025744e-11       4.215796175122e-13      -8.011710096387e-13       3.977767195351e-15       1.585155699252e-16       1.329420713965e-17       1.699137464008e-18 
 2386       1.363214968964e-11       4.195854668194e-13      -7.952605960078e-13       3.972845619825e-15       1.582059574889e-16       1.340136429286e-17       1.641339226196e-18 
 2387       1.360873091202e-11       4.176249603469e-13      -7.893330677077e-13       3.967923404428e-15       1.578970302282e-16       1.350928561849e-17       1.582517201928e-18 
 2388       1.358505592794e-11       4.156981226628e-13      -7.833904559772e-13       3.963000501755e-15       1.575887865794e-16       1.361794255665e-17       1.522752531083e-18 
 2389       1.356112674891e-11       4.138049781892e-13      -7.774347989234e-13       3.958076864203e-15       1.572812249667e-16       1.372730644764e-17       1.462126631420e-18 
 2390       1.353694539456e-11       4.119455512024e-13      -7.714681415289e-13       3.953152443958e-15       1.569743438017e-16       1.383734853189e-17       1.400721198864e-18 
 2391       1.351251389265e-11       4.101198658323e-13      -7.654925356588e-13       3.948227193007e-15       1.566681414837e-16       1.394803994979e-17       1.338618207807e-18 
 2392       1.348783427913e-11       4.083279460623e-13      -7.595100400681e-13       3.943301063127e-15       1.563626163997e-16       1.405935174162e-17       1.275899911393e-18 
 2393       1.346290859809e-11       4.065698157290e-13      -7.535227204088e-13       3.938374005893e-15       1.560577669243e-16       1.417125484745e-17       1.212648841815e-18 
 2394       1.343773890180e-11       4.048454985221e-13      -7.475326492372e-13       3.933445972675e-15       1.557535914195e-16       1.428372010703e-17       1.148947810609e-18 
 2395       1.341232725071e-11       4.031550179841e-13      -7.415419060211e-13       3.928516914635e-15       1.554500882351e-16       1.439671825966e-17       1.084879908943e-18 
 2396       1.338667571347e-11       4.014983975098e-13      -7.355525771466e-13       3.923586782731e-15       1.551472557083e-16       1.451021994411e-17       1.020528507911e-18 
 2397       1.336078636692e-11       3.998756603466e-13      -7.295667559260e-13       3.918655527713e-15       1.548450921639e-16       1.462419569852e-17       9.559772588305e-19 
 2398       1.333466129610e-11       3.982868295938e-13      -7.235865426045e-13       3.913723100126e-15       1.545435959143e-16       1.473861596026e-17       8.913100935271e-19 
 2399       1.330830259430e-11       3.967319282026e-13      -7.176140443676e-13       3.908789450310e-15       1.542427652591e-16       1.485345106586e-17       8.266112246338e-19 
 2400       1.328171236300e-11       3.952109789758e-13      -7.116513753481e-13       3.903854528394e-15       1.539425984857e-16       1.496867125088e-17       7.619651458812e-19 
 2401       1.325489271193e-11       3.937240045675e-13      -7.057006566336e-13       3.898918284303e-15       1.536430938689e-16       1.508424664982e-17       6.974566323909e-19 
 2402       1.322784575907e-11       3.922710274830e-13      -6.997640162735e-13       3.893980667754e-15       1.533442496709e-16       1.520014729601e-17       6.331707409680e-19 
 2403       1.320057363066e-11       3.908520700784e-13      -6.938435892861e-13       3.889041628256e-15       1.530460641414e-16       1.531634312150e-17       5.691928103946e-19 
 2404       1.317307846118e-11       3.894671545606e-13      -6.879415176662e-13       3.884101115111e-15       1.527485355173e-16       1.543280395695e-17       5.056084617216e-19 
 2405       1.314536239340e-11       3.881163029869e-13      -6.820599503919e-13       3.879159077413e-15       1.524516620233e-16       1.554949953154e-17       4.425035985625e-19 
 2406       1.311742757836e-11       3.867995372646e-13      -6.762010434320e-13       3.874215464045e-15       1.521554418712e-16       1.566639947285e-17       3.799644073856e-19 
 2407       1.308927617540e-11       3.855168791513e-13      -6.703669597530e-13       3.869270223686e-15       1.518598732602e-16       1.578347330677e-17       3.180773578073e-19 
 2408       1.306091035215e-11       3.842683502539e-13      -6.645598693267e-13       3.864323304802e-15       1.515649543771e-16       1.590069045737e-17       2.569292028844e-19 
 2409       1.303233228454e-11       3.830539720292e-13      -6.587819491371e-13       3.859374655653e-15       1.512706833956e-16       1.601802024681e-17       1.966069794073e-19 
 2410       1.300354415684e-11       3.818737657829e-13      -6.530353831874e-13       3.854424224289e-15       1.509770584773e-16       1.613543189524e-17       1.371980081928e-19 
 2411       1.297454816162e-11       3.807277526700e-13      -6.473223625078e-13       3.849471958548e-15       1.506840777705e-16       1.625289452068e-17       7.878989437685e-20 
 2412       1.294534649980e-11       3.796159536940e-13      -6.416450851621e-13       3.844517806063e-15       1.503917394113e-16       1.637037713892e-17       2.147052770723e-20 
 2413       1.291594138064e-11       3.785383897072e-13      -6.360057562553e-13       3.839561714252e-15       1.501000415228e-16       1.648784866341e-17      -3.467191716334e-20 
 2414       1.288633502175e-11       3.774950814101e-13      -6.304065879407e-13       3.834603630327e-15       1.498089822155e-16       1.660527790519e-17      -8.954898038455e-20 
 2415       1.285652964910e-11       3.764860493512e-13      -6.248497994269e-13       3.829643501287e-15       1.495185595870e-16       1.672263357270e-17      -1.430719166156e-19 
 2416       1.282652788870e-11       3.755112469150e-13      -6.193373996468e-13       3.824681292059e-15       1.492287718124e-16       1.683988616039e-17      -1.951754391622e-19 
 2417       1.279633394424e-11       3.745703588417e-13      -6.138705338093e-13       3.819717040033e-15       1.489396174151e-16       1.695701362685e-17      -2.458891102203e-19 
 2418       1.276595242659e-11       3.736630014860e-13      -6.084501329019e-13       3.814750800854e-15       1.486510949973e-16       1.707399575084e-17      -2.952663826980e-19 
 2419       1.273538796281e-11       3.727887897162e-13      -6.030771306719e-13       3.809782630319e-15       1.483632031503e-16       1.719081224574e-17      -3.433608952682e-19 
 2420       1.270464519618e-11       3.719473369132e-13      -5.977524636296e-13       3.804812584374e-15       1.480759404543e-16       1.730744275945e-17      -3.902264725641e-19 
 2421       1.267372878618e-11       3.711382549681e-13      -5.924770710507e-13       3.799840719114e-15       1.477893054786e-16       1.742386687436e-17      -4.359171253742e-19 
 2422       1.264264340857e-11       3.703611542812e-13      -5.872518949790e-13       3.794867090783e-15       1.475032967812e-16       1.754006410724e-17      -4.804870508370e-19 
 2423       1.261139375532e-11       3.696156437604e-13      -5.820778802294e-13       3.789891755778e-15       1.472179129093e-16       1.765601390922e-17      -5.239906326368e-19 
 2424       1.257998453472e-11       3.689013308190e-13      -5.769559743906e-13       3.784914770643e-15       1.469331523987e-16       1.777169566571e-17      -5.664824411983e-19 
 2425       1.254842047131e-11       3.682178213747e-13      -5.718871278276e-13       3.779936192074e-15       1.466490137744e-16       1.788708869630e-17      -6.080172338820e-19 
 2426       1.251670630598e-11       3.675647198476e-13      -5.668722936846e-13       3.774956076918e-15       1.463654955499e-16       1.800217225474e-17      -6.486499551791e-19 
 2427       1.248484679591e-11       3.669416291591e-13      -5.619124278876e-13       3.769974482171e-15       1.460825962280e-16       1.811692552884e-17      -6.884357369069e-19 
 2428       1.245284671464e-11       3.663481507294e-13      -5.570084891476e-13       3.764991464979e-15       1.458003143001e-16       1.823132764040e-17      -7.274298984037e-19 
 2429       1.242071085208e-11       3.657838844769e-13      -5.521614389626e-13       3.760007082642e-15       1.455186482464e-16       1.834535764520e-17      -7.656879467238e-19 
 2430       1.238844401449e-11       3.652484288159e-13      -5.473722416209e-13       3.755021392608e-15       1.452375965361e-16       1.845899453284e-17      -8.032655768331e-19 
 2431       1.235605102455e-11       3.647413806550e-13      -5.426418642036e-13       3.750034452477e-15       1.449571576270e-16       1.857221722676e-17      -8.402186718035e-19 
 2432       1.232353672133e-11       3.642623353962e-13      -5.379712765875e-13       3.745046320001e-15       1.446773299659e-16       1.868500458412e-17      -8.766033030088e-19 
 2433       1.229090596035e-11       3.638108869322e-13      -5.333614514475e-13       3.740057053082e-15       1.443981119882e-16       1.879733539576e-17      -9.124757303192e-19 
 2434       1.225816361355e-11       3.633866276458e-13      -5.288133642597e-13       3.735066709774e-15       1.441195021183e-16       1.890918838610e-17      -9.478924022969e-19 
 2435       1.222531456934e-11       3.629891484076e-13      -5.243279933041e-13       3.730075348283e-15       1.438414987690e-16       1.902054221313e-17      -9.829099563906e-19 
 2436       1.219236373263e-11       3.626180385747e-13      -5.199063196671e-13       3.725083026966e-15       1.435641003423e-16       1.913137546828e-17      -1.017585219131e-18 
 2437       1.215931602480e-11       3.622728859891e-13      -5.155493272442e-13       3.720089804333e-15       1.432873052284e-16       1.924166667639e-17      -1.051975206327e-18 
 2438       1.212617638375e-11       3.619532769758e-13      -5.112580027432e-13       3.715095739045e-15       1.430111118066e-16       1.935139429564e-17      -1.086137123258e-18 
 2439       1.209294976391e-11       3.616587963417e-13      -5.070333356864e-13       3.710100889916e-15       1.427355184449e-16       1.946053671747e-17      -1.120128364872e-18 
 2440       1.205964113627e-11       3.613890273734e-13      -5.028763184138e-13       3.705105315910e-15       1.424605234996e-16       1.956907226653e-17      -1.154006515979e-18 
 2441       1.202625548836e-11       3.611435518362e-13      -4.987879460853e-13       3.700109076147e-15       1.421861253161e-16       1.967697920060e-17      -1.187829351446e-18 
 2442       1.199279782431e-11       3.609219499717e-13      -4.947692166841e-13       3.695112229897e-15       1.419123222283e-16       1.978423571053e-17      -1.221654836394e-18 
 2443       1.195927316484e-11       3.607238004972e-13      -4.908211310187e-13       3.690114836583e-15       1.416391125586e-16       1.989081992016e-17      -1.255541126391e-18 
 2444       1.192568654728e-11       3.605486806030e-13      -4.869446927263e-13       3.685116955781e-15       1.413664946181e-16       1.999670988627e-17      -1.289546567648e-18 
 2445       1.189204302561e-11       3.603961659518e-13      -4.831409082751e-13       3.680118647221e-15       1.410944667068e-16       2.010188359851e-17      -1.323729697215e-18 
 2446       1.185834767044e-11       3.602658306762e-13      -4.794107869672e-13       3.675119970785e-15       1.408230271128e-16       2.020631897932e-17      -1.358149243172e-18 
 2447       1.182460556905e-11       3.601572473779e-13      -4.757553409413e-13       3.670120986507e-15       1.405521741132e-16       2.030999388388e-17      -1.392864124832e-18 
